Dynasty,Author,Title,Content,lable
NanBei,萧统,同泰僧正讲诗,放光闻鹫岳，金牒秘香城。穷源绝有际，离照归无名。若人聆至寂，寄说表真冥。能令梵志遣，亦使群魔惊。宝珠分水相，须弥会色形。学徒均染氎，游士譬春英。伊予寡空智，徒深爱怯情。舒金起祗苑，开筵慕肃成。年钟倏从变，弦望聚舒盈。今开火林聚，净土接承明。掖影连高塔，法鼓乱严更。雷声芳树长，月出地芝生。已知法味乐，复悦玄言清。何因动飞辔，暂使尘劳轻。,1
Qing,丁谦,刺促行,刺促复刺促，人生百年鸟过目。前有一樽酒，后有一丛菊，把菊饮酒安事役，役迷阳生途行且伤足。山多虎豹水多蝮，时时飞而食人肉。请看东门悲牵犬，何如生来抱黄犊。,6
Song,某教授,句,作法孰为凉。,3
Song,王初,送王秀才谒池州吴都督,池阳去去跃雕鞍，十里长亭百草乾。衣袂障风金镂细，剑光横雪玉龙寒。晴郊别岸乡魂断，晓树啼乌客梦残。南馆星郎东道主，摇鞭休问路行难。,3
WeiJin,曹摅,赠石荆州诗,轗轲石行难，窈窕山道深。,0
Ming,王端,归思,崎岖客路自今难，造化茫茫狎弄丸。稚子无官骑竹马，英雄有泪洒金鞍。徒删白蠹千篇古，未割青毡半席寒。我亦扁舟思故国，春风吹绿下长干。,5
Yuan,李至善,病起怀家山之久别兄弟之暌离即事偶成,晚望荒城重感嗟，十年行客倦思家。渚田稻薄无来雁，庭树枝寒少宿鸦。书为在官长废读，酒因多病久停赊。何时日暖寻初约，同探疏梅着几花。,4
Tang,僧玄泰,其二,不用剃头，不用澡浴。一堆猛火，千足万足。,2
NanBei,范云,效古诗,寒沙四面平，飞雪千里惊。风断阴山树，雾失交河城。朝驱左贤阵，夜薄休屠营。昔事前军幕，今逐嫖姚兵。失道刑既重，迟留法未轻。所赖今天子，汉道日休明。,1
Ming,王跂,岁尽,绿鳞春水动，红糁早梅开。蛇尾悲年去，羊皮散历来。肉消宁有血，心死更无灰。望断青盲眼，升平得见回。,5
Ming,王应鹏,次瓜州有述,銮舆将出狩，逻骑已先征。淮北三年水，江西六月兵。已应经睿览，未许括苍生。直北天王地，星河永夜横。,5
Yuan,吴志淳,春日遣怀二首 其一,四顾山河归一统，明君文德似唐尧。幽燕地阔干戈息，吴楚春深雨露饶。中古衣冠存旧制，南来律令有新条。腐儒击壤茅檐下，为拟讴歌答圣朝。,4
Song,孔文仲,次钱穆父新凉可喜,商飙结新寒，草木起馀怨。翩翩前庭叶，追逐已千万。斜阳背西壁，迤逦落藤蔓。安得金满堂，聊换酒家券。追随双鸿鹄，摆脱旧笼圈。胡为汗流赭，日与蝇争饭。常恐计不就，更以诗屡劝。江湖秋水高，百尺风帆健。何当开竹溪，玉腕互酬献。左手持蟹螯，平昔固有愿。,3
Yuan,方寒岩,别馆,别馆数孤路，无聊谩坐穷。长年人事外，求夕客怀中。无酒睡难着，有书贫不同。衾寒起附火，挑拨几星红。,4
Yuan,吴琳,农家,野火相连打麦田，仰看斗转月低弦。古来但说农家乐，夜半谁知未得眠。,4
Tang,宋维,题天申宫三首 其一,殿阙盘空压巨鳌，洗然灵迹助风骚。玉龙卧久洞云冷，玄鹤唳频山月高。深谷羽童探石菌，晓堂真侣饮樱桃。可怜不悟长生者，尘里区区改鬓毛。,2
Ming,丘起凤,龙门山色,凿断层崖伊水流，巃嵷双阙壮金瓯。雨浮爽气清来阁，风送晴岚翠晃楼。载酒波心停去棹，扶筇洞口豁吟眸。不徒环秀开图画，扼险能纾南顾忧。,5
Qing,支隆求,浦城水次怪石瀑泉惊人万状,嵯峨经千里，欸乃复闻声。块垒胸中伏，巉岩波里行。羊肠世路曲，鸡肋宦情轻。一叶舟如寄，将心照水盟。,6
Yuan,叶兰,闻家尊侍丞相还军中奉呈张学士,紫禁沈沈去院迷，早朝齐候唱晨鸡。天寒鼓角东风急，云暗旌旗北斗低。将令传闻还灞上，捷书飞报下辽西。内门宣诏迎丞相，铁甲银鞍十万蹄。,4
Song,王钦臣,再题华岳观①,石坛流水共苍苔，青竹林间一径开。可惜梨花飞已尽，前年游客始重来。,3
Song,上官良史,寻严丹丘东潭居二首（丹丘，仪卿旧字） 其一,爱子东溪幽，抱被来同宿。山家无膏火，然薪代明烛。閒窗何所有，古书三五束。鸟栖月上时，还见檐前竹。,3
Tang,白行简,贡院楼北新栽小松,华省春霜曙，楼阴植小松。移根依厚地，委质别危峰。北户知犹远，东堂幸见容。心坚终待鹤，枝嫩未成龙。夜影看仍薄，朝岚色渐浓。山苗不可荫，孤直俟秦封。,2
Song,净圆,望江南 西方好,西方好，琼树耸高空。弥覆七重珠宝网，庄严百亿妙华宫。宫里众天童。金地上，栏楯绕重重。华雨飘飖香散漫，乐音嘹亮鼓清风。闻者乐无穷。,3
Song,王安中,进和御制芸馆二诗 其一,路转阳华许纵游，南山松竹夏幽幽。云来天半苍龙阙，波涨溪心白鹭洲。隔坞黄知林杏熟，连冈青认摽梅稠。绛霄楼观身频到，独愧君恩久未酬。,3
Qing,王庭,潼关,关门高锁处，飞鸟不能过。雉堞连群嶂，风烟俯大河。代更千战少，势在一夫多。入夜闻刁斗，军声壮若何！,6
Tang,僧栖一,垓下怀古（一作项王庙）。（一作灵一诗）,缅想咸阳事可嗟，楚歌哀怨思无涯。八千子弟归何处，万里鸿沟属汉家。弓指阵前争日月，血流垓下定龙蛇。拔山力尽乌江水，今古悠悠空浪花。,2
Yuan,吴师道,赤壁图,沈沙戟折怒涛秋，残垒苍苍战斗休。风火千年消伯气，江山一幅挂清愁。丈夫不学曹孟德，生子当如孙仲谋。机会难逢形胜在，狂歌吊古谩悠悠。,4
Ming,方廷玺,白水寺,石径逢僧一话间，白云深处不知还。松阴日午茶烟起，不有客来僧更闲。,5
Qing,方昂,吴山玄妙观访黄含山道士,孤庐结烟霭，一榻卧松筠。之子何为者，荷蓑行负薪。坐看云叶湿，铲喜药苗新。灵雨萧然下，归欤垫角巾。,6
Ming,丁克仁,乘阿谷与诸学子观牧马（谷在石吞洞）,宽平一洞草芊芊，牧马随山或后先。有意勤工诸幼学，无心懒读老生员。盈科涧水将朝海，拱把峰松欲柱天。借问杜鹃何事苦，隔林终夜不能眠。,5
Ming,王凤灵,次梁学泉吏部徐州舟中夜酌之作,石仄江逾劲，峰回日易斜。归鸿迷极浦，飞鹭落平沙。越客同杯酒，春光正柳花。相看仍意气，行路莫深嗟。,5
Yuan,余阙,题合鲁易之四明山水图,窗中望苍翠，春木起晨霏。孤嶂才盈尺，长松未合围。萧萧此仙客，日日候岩扉。念尔空延伫，王孙且未归。,4
Ming,王道行,吕二山人自上党以诗见贻却寄,山阴夜雪兴何如，客去遥天断雁书。曾许王生重结袜，未应梁苑倦驱车。林开丛桂香飘席，台倚千峰草结庐。迟尔凭高一杯酒，漫从张翰问鲈鱼。,5
Ming,王佐,书所见感旧,小小银筝压坐偏，曾将古调寄新弦。芙蓉绿水秋将老，鹦鹉金笼语可怜。两鬓秋霜明镜里，十年春梦夜灯前。湖山隐约人如画，空负当年罨画船。,5
Song,王奕,题焦山吸江亭,甲子三千六百期，此山崒嵂起何时。雄吞海渎金狮子，霸断吴门铁犍儿。水镜照空三国恨，浪鼋撞破六朝悲。后来尽有无穷事，留与他年再赋诗。,3
Song,王恽,杨柳枝,密叶阴阴汉将营，春风吹断鼓鼙声。少年不说封侯事，柘弹铜丸落晓莺。,3
Ming,王沂,送谢子良驿丞之京,水驿论交旧著名，春城分袂若为情。空群奇骥长千里，惜别流莺更一声。白下雨收梅子熟，清江风过柳花轻。归船暂泊应回首，五色云中是玉京。,5
Yuan,王伯成,仙吕点绛唇,鹤梦翱翔。坦然独向。蓬山上。引九曲沧浪。助我杯中况。,4
Ming,叶颙,九日东篱晚兴,杳杳柴桑路，东篱对夕阳。断虹初霁雨，新雁欲迎霜。黄菊秋香老，乌纱雪鬓凉。王弘人去远，目送楚峰长。,5
WeiJin,李通,谯周颂,抑抑谯侯，好古述儒。宝道怀真，鉴世盈虚。雅名美迹，终始是书。我后钦贤，无言不誉。攀诸前哲，丹青是图。嗟尔来叶，鉴兹显模。,0
Ming,王猷,雪行,六载王程鬓欲丝，三冬客路雪偏飞。行人莫讶寒衣薄，剩得冰衔带月归。,5
Ming,王樵,香山寺,晓色开层阁，春天净翠屏。槛凭千树绿，门挹四山青。远寺分林见，流泉夹路听。禅房人不到，花竹昼冥冥。,5
Tang,李阳冰,龚邱县令庾公德政碑颂,于穆庾公，宰字之良。化洽百里，风播一方。邑老上请，愿言颂德。元戎嘉之，金石乃刻。,2
Yuan,邵亨贞,寒食次云翁韵,春信催玄鸟，客愁闻杜鹃。一村寒食雨，三月杏花天。物色知谁赏，风光亦可怜。西湖长入梦，人在采香船。,4
Yuan,僧圆至,和徽禅衲韵,冷屋多虚响，微风过亦闻。窗光疏透雨，火气湿生云。瞬目灵机度，开颜错节分。古今能有几，似我更如君。,4
Yuan,范梈,九日诸生携酒至城东看菊,楚楚临阶菊，重阳特地开。慰人良有意，报汝愧无才。巷杵闻鸡发，邻觞送蟹来。采英吾欲寄，怅望倚江台。,4
Ming,王世懋,秋日病起有述,江城萧瑟思堪哀，斜日高楼暝色催。短发经秋如落叶，壮心离梦似寒灰。百年自傍愁边枕，万事从倾病后杯。和喜蓬蒿余小径，月明时唤酒人来。,5
Qing,王珽,题白龙洞石佛,爰自西方来，无言亦无手。白眠视山僧，鞠躬朝北斗。有鸟巢其巅，有柏生其肘。柏摧鸟飞去，馀此七尺偶。勿说四威仪，非无亦非有。,6
NanBei,戴皓,从军行,长安夜刺闺，胡骑白铜鞮。诏书发陇右，召募取关西。剑悬三尺鞘，铠累七重犀。督军鸣战鼓，巡夜数更鞞。侵星出柳塞，际晚入榆溪。秦泾含药鸩，晋火逐飞鸡。通泉开地道，望敌竖云梯。阴山日不暮，长城风自凄。弓寒折锦鞬，马冻滑斜蹄。燕旗竿上脆，羌笛管中嘶。登山试下赵，凭轼且平齐。当今函谷上，唯用一丸泥。,1
Tang,捧剑仆,诗①,青鸟衔葡萄，飞上金井栏。美人恐惊去，不敢捲帘看。,2
Song,郊庙朝会歌辞,其五 又六变,席卷定巴邛，西遐尽率从。岷峨难负阻，江汉自朝宗。述职方舟集，驱车九折通。粲然书国史，冠古耀丰功。,3
Song,尹洙,水调歌头 和苏子美,万顷太湖上，朝暮浸寒光。吴王去后，台榭千古锁悲凉。谁信蓬山仙子，天与经纶才器，等闲厌名缰。敛翼下霄汉，雅意在沧浪。晚秋里，烟寂静，雨微凉。危亭好景，佳树修竹绕回塘。不用移舟酌酒，自有青山渌水，掩映似潇湘。莫问平生意，别有好思量。,3
Qing,王广心,怀友,昔日燕台侧，相为踏雪歌。君恩移白日，乡信断黄河。兰惠秋偏歇，风霜晚较多。短衣吹觱篥，独奈岁寒何？,6
Ming,尹昉,挽申象村词 其一,庙胜咸推上相身，圣心方注中兴辰。孤忠力竭经纶地，隆眷恩深雨露春。谁料落星惊枥马，可堪倾市泣都民。太平不见公先逝，天意苍茫未易陈。,5
Song,方大琮,文武之道同于伏羲赋（文武之道，上同伏戏。　甲子乡试）,文武相授，古今并推。既躬任于道统，宜上同于伏羲。载观述作之朝，所传者正；允合神明之主，无间于斯。古初之民极既开，前后之圣人更造。惟互相启发，此理有助；故均是源流，迄今可考。烝哉文武，虽时非太古之时；论及本原，此道即伏戏之道。皇矣命受，烝哉烈丕。嗣续乎相传之统，扶持于未坠之时。阴阳之理秘，六画著矣；正直之义隐，九畴见之。知一道由来于古始，故二君相与以维持。承烈显谟，共发心传之秘旨；肇端立极，有如皇德之初基。盖亦均是伦也，明于后，肇于前；莫非极也，建于今，基于古。三圣人之抽关启钥，千万世之重规叠矩。爻所当重，非求合于卦八；皇本自建，岂强参于数五。有能求是道于古初，不必异伏戏于文武。宅心而后，以身续万世之传；此理孰开，在昔有三皇之祖。大抵自昔凡几君以述作自任，有功于吾道则初终亦同。使开辟至今，一圣而止；恐流续正理，数传则穷。惟立极剖元于其始，复叙彝演《易》于其终，使后世获见精微之旨，皆昔人互相发越之功。数具三三，总括三百爻之内；法存六六，包罗五六字之中。故尝以精微授受之时，想朴略鸿荒之上，不见其异，乌见其合？既无所述，亦无所创。惟夫《易》微矣不得以不演，伦斁矣不容于不访。是道至周室而始明，故人谓伏戏之再王。语其深矣，岂无意于孟坚；论及由之，抑有心于荀况。向使洛书戏未作，复啬于武，卦爻戏未略，不详自文，是吾心有歉于千载，岂向者所期于二君？盖发明之责求以自塞，而异同之论判而不闻。后人当论其道合，或者毋徒于迹分。勿谓作爻止合取诸之离象，凡其敷诰可追大也之皇坟。观孟轲论若合之始终，与韩子序相传之纲目，皆于皇道以独略，惟至周人而三复。然则戏氏远矣，后世因文武有考焉，吾故曰观周即伏。,3
Yuan,伯颜,其三,我母我母何不辰，腹我鞠我徒辛勤。母兮淑善宜寿考，儿不良兮负母身。殽维新兮酒既醇，我母式享无悲辛。呜呼母兮母兮无远适，相会黄泉在今夕。,4
Ming,尹昉,其二,风伯前驱海若驰，片帆千里疾如飞。蓬莱阁下停舟日，细和坡翁海市诗。,5
Yuan,李昱,幽居,幽居似画屏，诗句满柴扃。水绕篱根白，山连瓦缝青。无能治安策，有分太玄经。野老时相过，应期煮茯苓。,4
Yuan,周衡,客中九日呈良夫先生,疏疏冷雨湿重阳，遥对青山举一觞。白发又饶今日醉，黄花仍送去年香。只宜觅句醉秋意，莫作登高望故乡。不有幽人相慰藉，客中那得散凄凉。,4
WeiJin,郭遐叔,赠嵇康诗二首 其一,每念遘会，惟曰不足。昕往宵归，常苦其速。欢接无厌，如川赴谷。如何忽尔，将适他俗。言驾有日，巾车命仆。思言君子，温其如玉。心之忧矣，视丹如绿。如何忽尔，超将远逝。心之忧矣，将以怵惕。怵惕惟何，惟思惟忧。展转反侧，寤寐追求。驰情运想，神往形留。心之忧矣，增其劳愁。不见可欲，使心不乱。譬彼造化，抗无崖畔。封疆昼界，事利任难。唯予与子，本不同贯。交重情亲，欲面无算。如何忽尔，时适他馆。明发不寐，耿耿极旦。心之忧矣，增其愤叹。天地悠长，人生若忽。苟非知命，安保旦夕。思与君子，穷年卒岁。优哉逍遥，幸无陨越。如何君子，超将远迈。我情愿关，我言愿结。心之忧矣，良以忉怛。,0
Tang,于邵,释奠武成王乐章① 迎神,卜畋不从，兆发非熊。乃倾荒政，爰佐一戎。盛烈载垂，命祀维崇。日练上戊，宿严閟宫。迎奏嘉至，感而遂通。,2
Qing,尹继善,读刘皋闻便是离家莫忆家句有感再用前韵,老去逢春与转加，轩亭喜傍水之涯。须知小住谁非客，即便同归那是家。拟上虚舟还载酒，更邀别院看移花。枯枝落水皆堪赏，何必樽前有丽华。,6
Yuan,朱浚,其十二,故里千山隔，终年一字无。,4
Tang,敦煌作品,十二时,隅中巳。库藏金银尽布施。怜贫恤老及慈悲，每有苦哉今日是。,2
Ming,丁守中,游王官谷就宿石泉洞,薄宦桑泉邑，王官几度游。穿花斜径入，归岫野云浮。松上女萝媚，涧边兰草幽。仙升古洞在，鹤去旧巢留。飞阁凌碧汉，闲亭倚翠丘。双人石对立，五老峰为俦。览照豪吟发，莹心俗念休。流觞思往事，采菊忆前修。三诏人不起，一鸣稿尚收。夕阳没树杪，小月上山头。竹影摇窗动，泉声拍枕流。鸣鸿惊梦醒，身拟在瀛州。,5
